"","A16","A64","A82","ACE","ADZ","AQV","AV5","B93","BGX","BMS","BPJ","BTK","CBB","CDP","CRF","D00","D01","D7A","D85","DE2","DJ9","E3U","E4T","EEJ","FFJ","FPP","FSK","FTC","FYB","G87","G8X","GAN","GHR","GJ3","GPM","GVM","GWF","GWU","GWW","H6C","HGG","HJX","HM9","HRA","J0A","J3M","JB1","JC0","JD5","JTZ","JX3","K3J","KKG","M03","M9R","MB8","N29","N78","NED","NK0","NND","NS2","NXT","NYW","NZA","P67","P6B","P6F","P8M","PTP","PUH","Q11","Q6D","QE2","RCU","RM0","RR8","RW0","S2J","S75","SVV","SY0","T3M","T7P","TE6","TXW","UFK","UUP","V2Q","VEK","VZ8","W2P","W2Z","W7X","WBQ","XU5","XW7","XXZ","XY6","YC6","YDK","YK2","YMD","YUT","ZBB","ZGZ","ZMM","ZT0","ZZJ","Q1C","SBR","B3Q","M05","EF6","DAQ","A05","BGQ","VDE","NAM","HU4","D76","A87","R13","G3R","CTJ","R3M","U4B","YAH","R5A","DFN","XZ8","H9A","PPB","YGY","H27","PG3"
"H6C",-1,1,1,-1,0,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,0,0,1,1,1,-1,-1,-1,0,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,-1,-1,0,1,1,0,1,1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,1,-1
"HGG",1,-1,-1,1,0,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,0,0,-1,-1,-1,1,1,1,0,1,1,-1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,-1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,0,-1,-1,0,-1,-1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,-1,1
"HJX",1,-1,-1,1,0,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,0,0,-1,-1,-1,1,1,1,0,1,1,-1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,-1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,0,-1,-1,0,-1,-1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,-1,1
"HM9",1,-1,-1,1,0,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,0,0,-1,-1,-1,1,1,1,0,1,1,-1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,-1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,0,-1,-1,0,-1,-1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,-1,1
"HRA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J0A",1,-1,-1,1,0,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,0,0,-1,-1,-1,1,1,1,0,1,1,-1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,-1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,0,-1,-1,0,-1,-1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,-1,1
"J3M",1,-1,-1,1,0,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,0,0,-1,-1,-1,1,1,1,0,1,1,-1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,-1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,0,-1,-1,0,-1,-1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,-1,1
"JB1",-1,1,1,-1,0,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,0,0,1,1,1,-1,-1,-1,0,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,-1,-1,0,1,1,0,1,1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,1,-1
"JC0",1,-1,-1,1,0,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,0,0,-1,-1,-1,1,1,1,0,1,1,-1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,-1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,0,-1,-1,0,-1,-1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,-1,1
"JD5",-1,1,1,-1,0,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,0,0,1,1,1,-1,-1,-1,0,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,-1,-1,0,1,1,0,1,1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,1,-1
"JTZ",1,-1,-1,1,0,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,0,0,-1,-1,-1,1,1,1,0,1,1,-1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,-1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,0,-1,-1,0,-1,-1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,-1,1
"JX3",1,-1,-1,1,0,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,0,0,-1,-1,-1,1,1,1,0,1,1,-1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,-1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,0,-1,-1,0,-1,-1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,-1,1
"K3J",1,-1,-1,1,0,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,0,0,-1,-1,-1,1,1,1,0,1,1,-1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,-1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,0,-1,-1,0,-1,-1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,-1,1
"KKG",1,-1,-1,1,0,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,0,0,-1,-1,-1,1,1,1,0,1,1,-1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,-1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,0,-1,-1,0,-1,-1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,-1,1
"M03",1,-1,-1,1,0,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,0,0,-1,-1,-1,1,1,1,0,1,1,-1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,-1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,0,-1,-1,0,-1,-1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,-1,1
"M9R",1,-1,-1,1,0,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,0,0,-1,-1,-1,1,1,1,0,1,1,-1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,-1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,0,-1,-1,0,-1,-1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,-1,1
"MB8",1,-1,-1,1,0,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,0,0,-1,-1,-1,1,1,1,0,1,1,-1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,-1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,0,-1,-1,0,-1,-1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,-1,1
"N29",1,-1,-1,1,0,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,0,0,-1,-1,-1,1,1,1,0,1,1,-1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,-1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,0,-1,-1,0,-1,-1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,-1,1
"N78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NED",1,-1,-1,1,0,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,0,0,-1,-1,-1,1,1,1,0,1,1,-1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,-1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,0,-1,-1,0,-1,-1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,-1,1
"NK0",-1,1,1,-1,0,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,0,0,1,1,1,-1,-1,-1,0,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,-1,-1,0,1,1,0,1,1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,1,-1
"NND",1,-1,-1,1,0,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,0,0,-1,-1,-1,1,1,1,0,1,1,-1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,-1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,0,-1,-1,0,-1,-1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,-1,1
"NS2",1,-1,-1,1,0,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,0,0,-1,-1,-1,1,1,1,0,1,1,-1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,-1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,0,-1,-1,0,-1,-1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,-1,1
"NXT",1,-1,-1,1,0,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,0,0,-1,-1,-1,1,1,1,0,1,1,-1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,-1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,0,-1,-1,0,-1,-1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,-1,1
"NYW",1,-1,-1,1,0,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,0,0,-1,-1,-1,1,1,1,0,1,1,-1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,-1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,0,-1,-1,0,-1,-1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,-1,1
"NZA",1,-1,-1,1,0,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,0,0,-1,-1,-1,1,1,1,0,1,1,-1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,-1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,0,-1,-1,0,-1,-1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,-1,1
"P67",-1,1,1,-1,0,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,0,0,1,1,1,-1,-1,-1,0,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,-1,-1,0,1,1,0,1,1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,1,-1
"P6B",1,-1,-1,1,0,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,0,0,-1,-1,-1,1,1,1,0,1,1,-1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,-1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,0,-1,-1,0,-1,-1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,-1,1
"P6F",-1,1,1,-1,0,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,0,0,1,1,1,-1,-1,-1,0,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,-1,-1,0,1,1,0,1,1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,1,-1
"P8M",1,-1,-1,1,0,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,0,0,-1,-1,-1,1,1,1,0,1,1,-1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,-1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,0,-1,-1,0,-1,-1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,-1,1
"PTP",-1,1,1,-1,0,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,0,0,1,1,1,-1,-1,-1,0,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,-1,-1,0,1,1,0,1,1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,1,-1
"PUH",1,-1,-1,1,0,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,0,0,-1,-1,-1,1,1,1,0,1,1,-1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,-1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,0,-1,-1,0,-1,-1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,-1,1
"Q11",1,-1,-1,1,0,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,0,0,-1,-1,-1,1,1,1,0,1,1,-1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,-1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,0,-1,-1,0,-1,-1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,-1,1
"Q6D",1,-1,-1,1,0,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,0,0,-1,-1,-1,1,1,1,0,1,1,-1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,-1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,0,-1,-1,0,-1,-1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,-1,1
"QE2",1,-1,-1,1,0,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,0,0,-1,-1,-1,1,1,1,0,1,1,-1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,-1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,0,-1,-1,0,-1,-1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,-1,1
"RCU",1,-1,-1,1,0,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,0,0,-1,-1,-1,1,1,1,0,1,1,-1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,-1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,0,-1,-1,0,-1,-1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,-1,1
"RM0",1,-1,-1,1,0,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,0,0,-1,-1,-1,1,1,1,0,1,1,-1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,-1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,0,-1,-1,0,-1,-1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,-1,1
"RR8",1,-1,-1,1,0,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,0,0,-1,-1,-1,1,1,1,0,1,1,-1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,-1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,0,-1,-1,0,-1,-1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,-1,1
"RW0",1,-1,-1,1,0,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,0,0,-1,-1,-1,1,1,1,0,1,1,-1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,-1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,0,-1,-1,0,-1,-1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,-1,1
"S2J",1,-1,-1,1,0,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,0,0,-1,-1,-1,1,1,1,0,1,1,-1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,-1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,0,-1,-1,0,-1,-1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,-1,1
"S75",1,-1,-1,1,0,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,0,0,-1,-1,-1,1,1,1,0,1,1,-1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,-1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,0,-1,-1,0,-1,-1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,-1,1
